frame_id,class_id,track_id,velocity,coordinate_world_x_opt,coordinate_world_y_opt,coordinate_world_x,coordinate_world_y,bottom_plate_1_x,bottom_plate_1_y,bottom_plate_1_z,bottom_plate_2_x,bottom_plate_2_y,bottom_plate_2_z,bottom_plate_3_x,bottom_plate_3_y,bottom_plate_3_z,bottom_plate_4_x,bottom_plate_4_y,bottom_plate_4_z,score,movement_vector
4,car,1,0.0,678162.4719674317,5405321.674912702,678162.9342309054,5405322.952490671,678161.0226172449,5405324.22901721,0.0,678162.1588860997,5405318.75497334,0.0,678162.7850487638,5405324.594852065,0.0,678163.9213176187,5405319.120808194,0.0,99.99613761901855,
4,car,2,0.0,678160.1375358847,5405288.424881691,678160.2884896137,5405288.563222945,678158.2563777402,5405286.75332028,0.0,678162.6540245273,5405288.412294903,0.0,678157.6210472421,5405288.43746848,0.0,678162.0186940292,5405290.096443103,0.0,99.98014569282532,
4,car,3,0.0,678177.5462833941,5405295.309236717,678177.7924084918,5405295.5764095215,678175.440268486,5405293.392177238,0.0,678180.3812151158,5405295.580489319,0.0,678174.7113516725,5405295.037984116,0.0,678179.6522983023,5405297.226296197,0.0,99.98482465744019,
4,car,4,0.0,678145.4301618985,5405299.438817177,678145.834974874,5405299.954641581,678143.573199089,5405297.699300942,0.0,678147.9734914323,5405299.514331993,0.0,678142.8868323646,5405299.36330236,0.0,678147.2871247078,5405301.178333411,0.0,99.99033212661743,
4,car,6,0.0,678161.9901086154,5405328.714338347,678162.4853516495,5405330.200802699,678160.7816424997,5405331.32825268,0.0,678161.4105053762,5405325.893523115,0.0,678162.5697118546,5405331.53515358,0.0,678163.198574731,5405326.100424015,0.0,99.98714923858643,
4,car,8,0.0,678158.7312674308,5405291.455091611,678158.9561289211,5405291.715374011,678156.8483565786,5405289.794645719,0.0,678161.2415906468,5405291.42842348,0.0,678156.220944215,5405291.481759742,0.0,678160.6141782831,5405293.115537503,0.0,99.5388388633728,
4,car,9,0.0,678183.6363295728,5405311.800149039,678184.2775922694,5405312.451473967,678180.9068472976,5405309.383270854,0.0,678187.189480921,5405312.616536907,0.0,678180.0831782245,5405310.983761172,0.0,678186.365811848,5405314.217027225,0.0,99.96181726455688,
4,car,10,0.0,678175.7170901042,5405298.551458981,678175.6793980496,5405298.490420475,678177.0207601917,5405300.662622073,0.0,678177.9934004179,5405298.744464907,0.0,678173.4713093084,5405298.248003847,0.0,678174.4134200169,5405296.440295889,0.0,99.96548891067505,
4,car,11,0.0,678199.2140438401,5405310.449398778,678199.1723568897,5405310.370223252,678201.1174007418,5405312.6251920825,0.0,678201.7961826489,5405311.015376409,0.0,678196.6448117071,5405309.794466374,0.0,678197.3106869383,5405308.273605473,0.0,99.84934329986572,
4,bicycle,12,0.0,678170.0792037238,5405283.042708443,678170.0792037238,5405283.042708443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.4740674495697,
5,car,1,0.0,678162.4688088015,5405321.655943397,678163.0026113202,5405322.9797185175,678161.023276653,5405324.243920283,0.0,678162.1505467882,5405318.708758835,0.0,678162.7870708148,5405324.60312796,0.0,678163.91434095,5405319.0679665115,0.0,99.99828338623047,
5,car,2,0.0,678160.3908359974,5405288.522228342,678160.641432453,5405288.700925711,678158.4749108353,5405286.909203878,0.0,678162.8937890187,5405288.433665813,0.0,678157.8878829762,5405288.61079087,0.0,678162.3067611597,5405290.135252805,0.0,99.98257756233215,
5,car,3,0.0,678177.9145624543,5405295.471325767,678178.1644388272,5405295.759444958,678175.8181266472,5405293.541322905,0.0,678180.7494773477,5405295.759790132,0.0,678175.079647561,5405295.182861403,0.0,678180.0109982615,5405297.40132863,0.0,99.98995065689087,
5,car,4,0.0,678145.0865708576,5405299.307671728,678145.483655795,5405299.800024377,678143.2405668242,5405297.605162086,0.0,678147.5976219437,5405299.337545001,0.0,678142.5755197714,5405299.277798453,0.0,678146.9325748909,5405301.010181368,0.0,99.98968839645386,
5,car,6,0.0,678161.9901086154,5405328.714338347,678162.4853516495,5405330.200802699,678160.7816424997,5405331.32825268,0.0,678161.4105053762,5405325.893523115,0.0,678162.5697118546,5405331.53515358,0.0,678163.198574731,5405326.100424015,0.0,99.98712539672852,
5,car,8,0.0,678159.0169165502,5405291.576424096,678159.2033034601,5405291.796546557,678157.158194331,5405289.886372438,0.0,678161.5290785385,5405291.589270796,0.0,678156.5047545618,5405291.563577395,0.0,678160.8756387694,5405293.266475753,0.0,99.7688889503479,
5,car,9,0.0,678183.2904722104,5405311.628512299,678183.8580528228,5405312.232827669,678180.5686074868,5405309.148884313,0.0,678186.8625219453,5405312.521576247,0.0,678179.7184224756,5405310.735448351,0.0,678186.0123369341,5405314.108140285,0.0,99.96335506439209,
5,car,10,0.0,678175.9999175563,5405298.675057719,678175.9838982191,5405298.650178753,678177.2956065404,5405300.76282867,0.0,678178.2537393136,5405298.86971904,0.0,678173.7756908496,5405298.372685202,0.0,678174.7042285723,5405296.5872867685,0.0,99.97653365135193,
5,car,11,0.0,678199.6417594423,5405310.661826699,678199.5811365768,5405310.624370807,678201.5648420285,5405312.85276107,0.0,678202.2445903855,5405311.234752054,0.0,678197.0517594301,5405309.999078368,0.0,678197.718676856,5405308.470892328,0.0,99.42619800567627,
5,bicycle,12,0.0,678170.0492831299,5405282.997665776,678170.0492831299,5405282.997665776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.53377342224121,
6,car,1,0.0,678162.4719674317,5405321.674912702,678162.9842727104,5405323.01536183,678161.0226172449,5405324.22901721,0.0,678162.1588860997,5405318.75497334,0.0,678162.7850487638,5405324.594852065,0.0,678163.9213176187,5405319.120808194,0.0,99.9961256980896,
6,car,2,0.0,678159.9651173085,5405288.376868276,678160.9277867473,5405288.793373734,678158.7779222209,5405287.019303035,0.0,678163.2137893761,5405288.53746726,0.0,678158.195067626,5405288.722324033,0.0,678162.6309347812,5405290.240488258,0.0,99.97510313987732,[1.23203693 0.43823334 0.        ]
6,car,3,0.0,678177.3997180045,5405295.246986667,678178.4957378306,5405295.877231413,678176.1085488545,5405293.684777152,0.0,678181.0829396289,5405295.906034345,0.0,678175.3746266385,5405295.328358053,0.0,678180.3490174129,5405297.549615246,0.0,99.98138546943665,[1.31356545 0.55643423 0.        ]
6,car,4,0.0,678145.4691486043,5405299.424189074,678145.1004763974,5405299.64167261,678142.9111429033,5405297.5123248305,0.0,678147.2188503457,5405299.114837608,0.0,678142.2835443822,5405299.199369612,0.0,678146.5912518246,5405300.80188239,0.0,99.98922348022461,[-1.33505018 -0.52033315  0.        ]
6,car,6,0.0,678161.9901086154,5405328.714338347,678162.4853516495,5405330.200802699,678160.7816424997,5405331.32825268,0.0,678161.4105053762,5405325.893523115,0.0,678162.5697118546,5405331.53515358,0.0,678163.198574731,5405326.100424015,0.0,99.98711347579956,
6,car,8,0.0,678158.4678648623,5405291.371652432,678159.4871254801,5405291.9041120345,678157.2773944222,5405289.956434166,0.0,678161.8079664235,5405291.67820093,0.0,678156.6379539681,5405291.639026186,0.0,678161.1685259694,5405293.360792951,0.0,99.97666478157043,[1.03199402 0.38466113 0.        ]
6,car,9,0.0,678183.9024423375,5405311.988251325,678183.5181045488,5405312.0746526355,678180.1640018958,5405309.0857391,0.0,678186.3816857748,5405312.2351936605,0.0,678179.3506376072,5405310.691490804,0.0,678185.5683214861,5405313.840945364,0.0,99.97966885566711,[-1.49393985 -0.6904676   0.        ]
6,car,10,0.0,678175.7382038373,5405298.3657820225,678176.2485472466,5405298.74140977,678177.6335425474,5405300.905226968,0.0,678178.5775977536,5405299.035495534,0.0,678174.0824930775,5405298.498358125,0.0,678174.9973899933,5405296.735466918,0.0,99.96126294136047,[1.65139685 0.84916122 0.        ]
6,car,11,0.0,678199.26605857,5405310.371779447,678199.9935825717,5405310.880797788,678201.8891943995,5405313.057853428,0.0,678202.569788221,5405311.433342062,0.0,678197.444045289,5405310.247125982,0.0,678198.112157029,5405308.711180613,0.0,99.22611117362976,[1.45116682 0.82090254 0.        ]
6,bicycle,12,0.0,678170.0058279041,5405282.977097374,678170.0058279041,5405282.977097374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.62078428268433,
7,car,1,0.8658206658452097,678162.4688088015,5405321.655943397,678163.0026113202,5405322.9797185175,678161.023276653,5405324.243920283,0.0,678162.1505467882,5405318.708758835,0.0,678162.7870708148,5405324.60312796,0.0,678163.91434095,5405319.0679665115,0.0,99.99828338623047,
7,car,2,39.1156891881098,678160.2884569492,5405288.507896999,678161.2744087587,5405288.957578953,678159.0958222715,5405287.141010151,0.0,678163.5594613322,5405288.69108773,0.0,678158.5053322531,5405288.841398794,0.0,678162.9689713137,5405290.391476373,0.0,99.98973608016968,[1.23203693 0.43823334 0.        ]
7,car,3,40.34475046407652,678177.7766742092,5405295.411293827,678178.8139101472,5405296.027095132,678176.5048066265,5405293.841782832,0.0,678181.441112652,5405296.093890739,0.0,678175.7576711081,5405295.479399551,0.0,678180.6939771336,5405297.731507458,0.0,99.98427629470825,[1.31356545 0.55643423 0.        ]
7,car,4,42.477889830851666,678145.141948334,5405299.343411767,678144.7448041367,5405299.513194074,678142.5805705234,5405297.356539579,0.0,678146.9213952074,5405299.082359723,0.0,678141.9155598993,5405299.02919043,0.0,678146.2563845833,5405300.755010574,0.0,99.97947812080383,[-1.33505018 -0.52033315  0.        ]
7,car,6,0.9222010402260755,678161.9901086154,5405328.714338347,678162.4853516495,5405330.200802699,678160.7816424997,5405331.32825268,0.0,678161.4105053762,5405325.893523115,0.0,678162.5697118546,5405331.53515358,0.0,678163.198574731,5405326.100424015,0.0,99.98708963394165,
7,car,8,31.69136971727319,678158.7525382664,5405291.475177729,678159.7383833817,5405291.986680412,678157.5606055179,5405290.0731433835,0.0,678162.0753839267,5405291.74778118,0.0,678156.9346187423,5405291.760786876,0.0,678161.4493971511,5405293.435424672,0.0,99.976247549057,[1.03199402 0.38466113 0.        ]
7,car,9,44.98718908965563,678183.5081601412,5405311.807290791,678183.1627463571,5405311.955613921,678179.7245907262,5405308.881016362,0.0,678186.0101745593,5405312.066218845,0.0,678178.9109511119,5405310.486628575,0.0,678185.196534945,5405313.671831057,0.0,99.97754693031311,[-1.49393985 -0.6904676   0.        ]
7,car,10,38.63608607385546,678176.0753412405,5405298.505947072,678176.6166037495,5405298.942250062,678177.9124945657,5405301.006994246,0.0,678178.8581378607,5405299.130522608,0.0,678174.4475321065,5405298.662777212,0.0,678175.3649182713,5405296.890554889,0.0,99.9376118183136,[1.65139685 0.84916122 0.        ]
7,bicycle,12,6.2338375690409595,678169.9624331212,5405282.956557581,678169.9624331212,5405282.956557581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.57655167579651,
7,car,13,0.0,678153.927924579,5405298.792568172,678154.4000739816,5405299.637503783,678151.3113302706,5405296.668827748,0.0,678157.2644185736,5405299.266537569,0.0,678150.5914305846,5405298.318598775,0.0,678156.5445188875,5405300.916308597,0.0,96.6657817363739,
8,car,1,1.58980061440758,678162.4688088015,5405321.655943397,678163.0026113202,5405322.9797185175,678161.023276653,5405324.243920283,0.0,678162.1505467882,5405318.708758835,0.0,678162.7870708148,5405324.60312796,0.0,678163.91434095,5405319.0679665115,0.0,99.99828338623047,
8,car,2,35.976126060380004,678160.590799002,5405288.593298698,678161.530502753,5405289.028340848,678159.4109661098,5405287.203392274,0.0,678163.8780135271,5405288.8374354355,0.0,678158.7926002826,5405288.893843014,0.0,678163.2596476999,5405290.527886176,0.0,99.98642206192017,[1.23203693 0.43823334 0.        ]
8,car,3,40.705987908191844,678178.1013998587,5405295.550555785,678179.1960640708,5405296.214849237,678176.8306630288,5405293.972307637,0.0,678181.7749687384,5405296.25585637,0.0,678176.0759328823,5405295.6064381115,0.0,678181.0202385919,5405297.889986844,0.0,99.98918771743774,[1.31356545 0.55643423 0.        ]
8,car,4,39.735988116710054,678144.7960780677,5405299.1933564395,678144.4509396374,5405299.419282258,678142.2383103252,5405297.258625499,0.0,678146.5545018926,5405298.898762547,0.0,678141.5989237203,5405298.941237982,0.0,678145.9151152878,5405300.581375031,0.0,99.98571872711182,[-1.33505018 -0.52033315  0.        ]
8,car,6,0.0,678161.990787221,5405328.708484877,678162.4853516495,5405330.200802699,678160.7816424997,5405331.32825268,0.0,678161.4118626842,5405325.8818153385,0.0,678162.5697117578,5405331.535154415,0.0,678163.1999319423,5405326.088717074,0.0,99.98714923858643,
8,car,8,32.88441006393202,678159.0968739418,5405291.597062904,678160.0624610917,5405292.122158011,678157.9176974539,5405290.206864034,0.0,678162.3835756747,5405291.842077321,0.0,678157.2987982825,5405291.897119582,0.0,678161.7646765034,5405293.532332869,0.0,99.97538924217224,[1.03199402 0.38466113 0.        ]
8,car,9,46.621397134236915,678182.9464901893,5405311.5139744785,678182.7535547246,5405311.741957858,678179.2906808739,5405308.878211588,0.0,678185.3293331839,5405311.601188039,0.0,678178.5507630914,5405310.5191021,0.0,678184.5894154015,5405313.242078552,0.0,99.9754011631012,[-1.49393985 -0.6904676   0.        ]
8,car,10,36.032814073556324,678175.8330757103,5405298.48553841,678176.8855002258,5405299.035185181,678174.7927231197,5405297.021731487,0.0,678179.03437029,5405298.956675227,0.0,678174.0456635206,5405298.65938284,0.0,678178.2873106909,5405300.59432658,0.0,99.94388222694397,[1.65139685 0.84916122 0.        ]
8,bicycle,12,6.225092498065801,678169.9190986552,5405282.936046339,678169.9190986552,5405282.936046339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.59326481819153,
8,car,13,0.0,678153.5719687045,5405298.609862039,678154.011729256,5405299.449699162,678151.0119669173,5405296.530009428,0.0,678156.8427206753,5405299.0359812435,0.0,678150.3012167336,5405298.183742833,0.0,678156.1319704916,5405300.689714649,0.0,98.50001335144043,
9,car,1,1.58980061440758,678162.4688088015,5405321.655943397,678163.0026113202,5405322.9797185175,678161.023276653,5405324.243920283,0.0,678162.1505467882,5405318.708758835,0.0,678162.7870708148,5405324.60312796,0.0,678163.91434095,5405319.0679665115,0.0,99.99828338623047,
9,car,2,36.149297268187794,678160.89580692,5405288.714657894,678161.8476043715,5405289.17152092,678159.7162270026,5405287.331205198,0.0,678164.1729296775,5405288.942401207,0.0,678159.104251721,5405289.023979918,0.0,678163.5609543959,5405290.635175928,0.0,99.98724460601807,[1.23203693 0.43823334 0.        ]
9,car,3,41.0820262079623,678178.4558865473,5405295.721442884,678179.5360496442,5405296.336088939,678177.1958615743,5405294.149788988,0.0,678182.1059980923,5405296.412616751,0.0,678176.4424871751,5405295.784544937,0.0,678181.3526236932,5405298.047372701,0.0,99.9923586845398,[1.31356545 0.55643423 0.        ]
9,car,4,40.69244956377686,678144.4481610914,5405299.070522446,678144.0813449601,5405299.266239162,678141.9082753701,5405297.122289933,0.0,678146.2054360412,5405298.78566792,0.0,678141.2584992512,5405298.800917645,0.0,678145.5556599223,5405300.464295631,0.0,99.99116659164429,[-1.33505018 -0.52033315  0.        ]
9,car,6,0.9222010402260755,678161.9805005975,5405328.715742747,678162.5046240953,5405330.162705553,678160.7807035497,5405331.380566185,0.0,678161.3911770813,5405325.8533146335,0.0,678162.5698241136,5405331.578170861,0.0,678163.1802976452,5405326.050919309,0.0,99.98842477798462,
9,car,8,32.196014290652585,678159.3610178694,5405291.7117394665,678160.354044479,5405292.232664963,678158.1806326387,5405290.333486646,0.0,678162.6314328103,5405291.926091114,0.0,678157.5742029857,5405292.028255975,0.0,678162.0250031573,5405293.6208604425,0.0,99.98080134391785,[1.03199402 0.38466113 0.        ]
9,car,9,44.23257026385744,678182.6183740083,5405311.412987784,678182.4039240195,5405311.625114938,678178.9251616183,5405308.719682064,0.0,678185.030090932,5405311.53361052,0.0,678178.1716806467,5405310.354388895,0.0,678184.2766099605,5405313.1683173515,0.0,99.97425675392151,[-1.49393985 -0.6904676   0.        ]
9,car,10,36.275124308491726,678176.6924270246,5405298.784367897,678177.2160201843,5405299.168055985,678178.6480762131,5405301.372542454,0.0,678179.5985434455,5405299.476374983,0.0,678175.0017520061,5405298.91240622,0.0,678175.9228821689,5405297.126002047,0.0,99.97902512550354,[1.65139685 0.84916122 0.        ]
9,bicycle,12,5.180802758612654,678169.8758243803,5405282.915563585,678169.8758243803,5405282.915563585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.29456305503845,
9,car,13,0.0,678153.0688067754,5405298.212920206,678153.6283232541,5405299.26428292,678150.5101355503,5405296.434534854,0.0,678156.1840942643,5405298.279529189,0.0,678149.9535192864,5405298.146311223,0.0,678155.6274780004,5405299.991305557,0.0,95.62342762947083,
9,bicycle,14,0.0,678170.9808870576,5405318.448223004,678170.9808870576,5405318.448223004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.04562830924988,
10,car,1,0.0,678162.4688088015,5405321.655943397,678163.0026113202,5405322.9797185175,678161.023276653,5405324.243920283,0.0,678162.1505467882,5405318.708758835,0.0,678162.7870708148,5405324.60312796,0.0,678163.91434095,5405319.0679665115,0.0,99.99828338623047,
10,car,2,35.63760828485689,678161.2261732679,5405288.819263991,678162.1817836767,5405289.292070971,678160.06375791,5405287.4189266395,0.0,678164.503873478,5405289.09366877,0.0,678159.4285115807,5405289.103106589,0.0,678163.8686271487,5405290.77784872,0.0,99.98897314071655,[1.23203693 0.43823334 0.        ]
10,car,3,39.93579840896401,678178.839003991,5405295.866553237,678179.862902043,5405296.4899094105,678177.6152243741,5405294.28751201,0.0,678182.4467142066,5405296.586593505,0.0,678176.8417903861,5405295.912873467,0.0,678181.6732802186,5405298.211954962,0.0,99.99356269836426,[1.31356545 0.55643423 0.        ]
10,car,4,39.55383427454444,678144.1214165693,5405298.954070259,678143.7726579247,5405299.147517525,678141.5664773724,5405297.01059116,0.0,678145.8821862311,5405298.665285693,0.0,678140.922077288,5405298.691289982,0.0,678145.2377861467,5405300.345984515,0.0,99.9951958656311,[-1.33505018 -0.52033315  0.        ]
10,car,6,0.9222010402260755,678161.9805005975,5405328.715742747,678162.5046240953,5405330.162705553,678160.7807035497,5405331.380566185,0.0,678161.3911770813,5405325.8533146335,0.0,678162.5698241136,5405331.578170861,0.0,678163.1802976452,5405326.050919309,0.0,99.98842477798462,
10,car,8,32.44474488528011,678159.609942592,5405291.785010567,678160.6120926217,5405292.31763384,678158.4133270438,5405290.412372136,0.0,678162.8955606127,5405291.982024184,0.0,678157.8184024277,5405292.111214301,0.0,678162.3006359966,5405293.6808663495,0.0,99.99127388000488,[1.03199402 0.38466113 0.        ]
10,car,9,43.85455358230224,678182.348958801,5405311.292539382,678181.9838249226,5405311.452185817,678178.6765784476,5405308.485520162,0.0,678184.7804455165,5405311.484388136,0.0,678177.8828497294,5405310.1010679705,0.0,678183.9867167983,5405313.099935945,0.0,99.98923540115356,[-1.49393985 -0.6904676   0.        ]
10,car,10,36.62651762916647,678176.970161211,5405298.905406885,678177.5492734489,5405299.302025593,678178.8706130976,5405301.43448212,0.0,678179.805865318,5405299.565903695,0.0,678175.3184961024,5405299.042303086,0.0,678176.2258212104,5405297.278806721,0.0,99.9723494052887,[1.65139685 0.84916122 0.        ]
10,bicycle,12,5.177921860327796,678169.8326101714,5405282.895109262,678169.8326101714,5405282.895109262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.66739010810852,
10,car,13,0.0,678152.7508999108,5405298.231787996,678153.2802739528,5405299.111719464,678150.2083886896,5405296.340531454,0.0,678155.9132834612,5405298.433145639,0.0,678149.5885163604,5405298.030430355,0.0,678155.2934111321,5405300.123044539,0.0,99.09150004386902,
10,bicycle,14,0.0,678170.9032665561,5405318.423759991,678170.9032665561,5405318.423759991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95.00738978385925,
11,car,1,0.8658206658452097,678162.4688088015,5405321.655943397,678163.0026113202,5405322.9797185175,678161.023276653,5405324.243920283,0.0,678162.1505467882,5405318.708758835,0.0,678162.7870708148,5405324.60312796,0.0,678163.91434095,5405319.0679665115,0.0,99.99829530715942,
11,car,2,35.959900949790274,678161.5338269594,5405288.952912891,678162.4822130506,5405289.389487789,678160.3732703468,5405287.553430781,0.0,678164.807579023,5405289.225520202,0.0,678159.738177788,5405289.237668722,0.0,678164.1724864641,5405290.909758143,0.0,99.98399019241333,[0.9375715  0.36595524 0.        ]
11,car,3,40.228391447646366,678179.1183686241,5405296.02875529,678180.1925302824,5405296.645036225,678177.8542407722,5405294.468364262,0.0,678182.7603706669,5405296.689950166,0.0,678177.111743213,5405296.108089048,0.0,678182.0178731077,5405298.329674953,0.0,99.99243021011353,[1.01060613 0.46787237 0.        ]
11,car,4,38.51024844004046,678143.8138688165,5405298.836242168,678143.41983479,5405299.046599877,678141.2613677116,5405296.902682438,0.0,678145.5699779646,5405298.5411837995,0.0,678140.6215562508,5405298.585133416,0.0,678144.9301665039,5405300.223634778,0.0,99.99105930328369,[-0.9809457  -0.35684166  0.        ]
11,car,6,0.9222010402260755,678161.9805005975,5405328.715742747,678162.5046240953,5405330.162705553,678160.7807035497,5405331.380566185,0.0,678161.3911770813,5405325.8533146335,0.0,678162.5698241136,5405331.578170861,0.0,678163.1802976452,5405326.050919309,0.0,99.98842477798462,
11,car,8,31.910105695646834,678159.9155420014,5405291.882168779,678160.886193229,5405292.378541117,678158.7598491816,5405290.485758533,0.0,678163.1777069008,5405292.147931933,0.0,678158.1259963417,5405292.170463426,0.0,678162.5438540608,5405293.832636827,0.0,99.98937845230103,[0.81066464 0.28959923 0.        ]
11,car,9,43.52974146998495,678181.9801577746,5405311.115970928,678181.6576399087,5405311.300076879,678178.3122481898,5405308.244364228,0.0,678184.42526875,5405311.348035054,0.0,678177.4973732791,5405309.84934986,0.0,678183.6103938393,5405312.953020686,0.0,99.98258948326111,[-0.97872712 -0.46145261  0.        ]
11,car,10,36.817657918905674,678176.7463223967,5405298.8716935245,678177.8081512229,5405299.42918005,678175.7078293499,5405297.389874024,0.0,678179.970767406,5405299.391291192,0.0,678174.9428567392,5405299.0192349125,0.0,678179.2057947953,5405301.02065208,0.0,99.96837377548218,[0.91679517 0.39723402 0.        ]
11,bicycle,12,6.200575404406419,678169.7463614516,5405282.854285672,678169.7463614516,5405282.854285672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.68059158325195,
