SampleTime,week,gps_tow,acc_x,acc_y,acc_z,omg_x,omg_y,omg_z,rpy_x,rpy_y,rpy_z,vel_x,vel_y,vel_z,pos_x,pos_y,alt,undulation,datsel,status
191,2144,216697.505025,2.23645853996,0.353542536497,-10.2054491043,-0.000440520088887,0.0290402323008,-0.0476162880659,-0.0348179414868,0.00814134813845,2.99602866173,-2.67909646034,0.429589807987,0.0394189283252,0.199401530919,0.851304674824,420.075531006,4646,1161,46080
9664,2144,216697.515023,2.28046107292,0.624318003654,-10.4952230453,0.00263368338346,0.0273792892694,-0.0481402389705,-0.0348011180758,0.00840137898922,2.99553966522,-2.70290184021,0.431290745735,0.0372578985989,0.199401531939,0.8513046706,420.075134277,4646,1161,46080
19581,2144,216697.525024,2.3181655407,0.567350804806,-10.60115242,0.00494709145278,0.0220227353275,-0.0502197518945,-0.0347573943436,0.00860865414143,2.99503207207,-2.72722411156,0.436021506786,0.0354770198464,0.199401532964,0.851304666337,420.074737549,4646,1161,46080
29609,2144,216697.535024,2.30168604851,0.638879716396,-10.4650611877,0.00352123263292,0.0169274602085,-0.0516769550741,-0.0347322560847,0.0087644290179,2.99450945854,-2.75228786469,0.435422509909,0.0345776230097,0.199401534,0.851304662036,420.074371338,4646,1161,46080
39521,2144,216697.545023,2.30512595177,0.729849278927,-10.6108942032,0.00797899626195,0.0183172505349,-0.0527257621288,-0.0346618704498,0.00892991758883,2.99397683144,-2.77480268478,0.434927552938,0.0270162466913,0.199401535033,0.851304657701,420.07409668,4646,1161,46080
49870,2144,216697.555023,2.34651041031,0.480058580637,-10.3323316574,0.00604900857434,0.0136565137655,-0.0545104257762,-0.0346040166914,0.00905324611813,2.99342799187,-2.79974222183,0.440844029188,0.0287756491452,0.199401536075,0.851304653327,420.073822021,4646,1161,46080
59511,2144,216697.565023,2.29941916466,0.406565874815,-9.98130989075,0.00281679979526,0.0101753016934,-0.0550174415112,-0.0345813333988,0.0091364774853,2.99287509918,-2.82190227509,0.445466011763,0.0282325986773,0.199401537129,0.851304648916,420.073516846,4646,1161,46080
69864,2144,216697.575023,2.303627491,0.301220983267,-10.538225174,0.00685323355719,0.010787056759,-0.0561467185616,-0.0345248542726,0.0092258118093,2.99231314659,-2.8435447216,0.450172632933,0.021854441613,0.199401538188,0.851304644471,420.073272705,4646,1161,46080
79531,2144,216697.585021,2.31658244133,0.286142140627,-10.8135814667,0.00865355506539,0.00447293091565,-0.0568893551826,-0.0344430021942,0.00925681646913,2.991740942,-2.86891269684,0.454211235046,0.0198970139027,0.199401539259,0.851304639987,420.073059082,4646,1161,46080
89892,2144,216697.595023,2.301435709,0.580466628075,-10.3101358414,-0.000964134465903,0.000467733334517,-0.0579215176404,-0.0344472452998,0.00924574676901,2.99116420746,-2.89149355888,0.465900659561,0.020091585815,0.199401540349,0.851304635466,420.072845459,4646,1161,46080
