SampleTime,week,gps_tow,acc_x,acc_y,acc_z,omg_x,omg_y,omg_z,rpy_x,rpy_y,rpy_z,vel_x,vel_y,vel_z,pos_x,pos_y,alt,undulation,datsel,status
309,2144,218339.071727,2.4322578907,0.0575235746801,-10.0010099411,0.00482414150611,0.0177324544638,0.00160219322424,-0.017591426149,-0.0214514452964,-2.56294250488,-2.92616820335,-1.93522310257,0.121655866504,0.199435416331,0.851304600171,423.559844971,4646,1161,46080
10364,2144,218339.081726,2.36692523956,0.166814148426,-10.1263713837,0.00831043254584,0.0152605520561,0.00355337187648,-0.0175131913275,-0.0212974324822,-2.56291222572,-2.9461452961,-1.95350444317,0.120904199779,0.199435411711,0.851304595563,423.55859375,4646,1161,46080
20230,2144,218339.091726,2.38232421875,0.0559362657368,-10.1009263992,0.0110054695979,0.0152343781665,0.00187307817396,-0.0174076985568,-0.0211434084922,-2.56289672852,-2.96827459335,-1.96819925308,0.1199670434,0.19943540706,0.85130459092,423.557403564,4646,1161,46080
30216,2144,218339.101726,2.371311903,-0.0209025051445,-9.9772901535,0.00832188595086,0.0130842570215,0.00369026395492,-0.0173220243305,-0.0210075993091,-2.56286144257,-2.99463129044,-1.97883045673,0.124571226537,0.199435402374,0.851304586241,423.556182861,4646,1161,46080
40505,2144,218339.111726,2.31954288483,0.207387253642,-9.99388122559,0.00596908573061,0.0107622789219,0.00433800928295,-0.0172637999058,-0.0208985786885,-2.5628221035,-3.01543498039,-1.99432730675,0.124722652137,0.199435397657,0.851304581526,423.554931641,4646,1161,46080
50095,2144,218339.121726,2.2915122509,0.181433305144,-10.0670108795,0.00384355708957,0.0109119107947,0.00280326837674,-0.0172262880951,-0.020790187642,-2.56279373169,-3.03825640678,-2.0040500164,0.121564090252,0.199435392911,0.851304576775,423.553710938,4646,1161,46080
60215,2144,218339.131727,2.4011619091,0.213592082262,-9.91721916199,0.0034839999862,0.0101787475869,0.00275681447238,-0.0171923413873,-0.0206877309829,-2.56276845932,-3.06033205986,-2.01801609993,0.121313907206,0.199435388134,0.851304571991,423.552490234,4646,1161,46080
70236,2144,218339.141727,2.38385939598,0.194102391601,-9.84091949463,0.00123556971084,0.00638670194894,0.00162942637689,-0.0171819608659,-0.0206173695624,-2.56275391579,-3.08458924294,-2.03408813477,0.12987883389,0.199435383325,0.851304567168,423.551239014,4646,1161,46080
80318,2144,218339.151727,2.46860814095,0.143408223987,-9.89098834991,0.00159465556499,0.00415873294696,0.00255609746091,-0.0171699803323,-0.0205741040409,-2.56273055077,-3.10626029968,-2.05075883865,0.131430521607,0.199435378478,0.85130456231,423.549926758,4646,1161,46080
90695,2144,218339.161729,2.47163200378,0.180406063795,-10.0143346786,0.00256005232222,0.00448571285233,0.00280780391768,-0.0171452835202,-0.0205314494669,-2.56270337105,-3.12812638283,-2.06411790848,0.126980081201,0.199435373593,0.851304557417,423.54864502,4646,1161,46080
103121,2144,218339.171729,2.4315841198,0.105867482722,-10.1527271271,0.00281617138535,0.00339806894772,0.00265361741185,-0.0171200167388,-0.0204945523292,-2.56267762184,-3.15158772469,-2.0788192749,0.1276268363,0.199435368675,0.851304552489,423.547363281,4646,1161,46080
110254,2144,218339.181729,2.46645140648,0.262261986732,-10.1014184952,0.00245530577376,-0.00396469142288,0.0036140026059,-0.0171002727002,-0.0205251798034,-2.56264090538,-3.17669510841,-2.0975522995,0.13654640317,0.199435363715,0.851304547522,423.546020508,4646,1161,46080
120216,2144,218339.191728,2.40703177452,0.233099624515,-9.9465045929,0.00867483019829,-0.00544291362166,0.00266706920229,-0.0170203223825,-0.0205795094371,-2.56261444092,-3.19648265839,-2.11473822594,0.135006397963,0.199435358713,0.851304542521,423.544677734,4646,1161,46080
130280,2144,218339.201728,2.32016801834,0.288327813148,-10.0870351791,0.00423368858173,-0.00747303897515,0.00213093147613,-0.0169727131724,-0.0206488929689,-2.56259059906,-3.22219133377,-2.12572216988,0.13940487802,0.19943535368,0.851304537485,423.543304443,4646,1161,46080
141259,2144,218339.211729,2.32517552376,0.202582880855,-10.1132535934,0.000712278822903,-0.00930387713015,0.00246291398071,-0.0169669426978,-0.0207428541034,-2.56256556511,-3.24271726608,-2.13991904259,0.135817751288,0.199435348615,0.851304532413,423.541931152,4646,1161,46080
150322,2144,218339.221729,2.34885907173,0.169919461012,-10.0585746765,-0.00407170597464,-0.00952377729118,0.00140529486816,-0.0170049890876,-0.0208396036178,-2.56254839897,-3.26623177528,-2.14919996262,0.132088422775,0.199435343523,0.851304527304,423.540557861,4646,1161,46080
160163,2144,218339.231729,2.33323144913,0.120730951428,-9.94908809662,-0.00951841752976,-0.0125086857006,0.00176220969297,-0.0170954894274,-0.0209575723857,-2.56253004074,-3.29228949547,-2.16216874123,0.140342652798,0.199435338402,0.851304522157,423.53918457,4646,1161,46080
170144,2144,218339.241728,2.38688921928,0.115836635232,-9.89177417755,-0.011193680577,-0.016745461151,0.00206282455474,-0.0172108095139,-0.0211217664182,-2.56250858307,-3.31404876709,-2.1791806221,0.144251838326,0.199435333249,0.851304516972,423.537750244,4646,1161,46080
