SampleTime,week,gps_tow,acc_x,acc_y,acc_z,omg_x,omg_y,omg_z,rpy_x,rpy_y,rpy_z,vel_x,vel_y,vel_z,pos_x,pos_y,alt,undulation,datsel,status
290,2144,216121.783049,0.253563284874,-0.170229911804,-8.97003173828,-0.0237877238542,0.0995053574443,0.000761992007028,0.0216764174402,0.00128572701942,3.11569499969,-9.29677677155,0.243861123919,0.0225935094059,0.199401856393,0.851317179361,420.425933838,4646,1161,46080
10290,2144,216121.793049,0.206512838602,0.315691322088,-9.97640609741,-0.0229298360646,0.097161449492,0.00110789469909,0.0214309003204,0.00225052377209,3.11572670937,-9.29646110535,0.231603771448,0.015202219598,0.19940185696,0.851317164769,420.425720215,4646,1161,46080
20156,2144,216121.803048,0.0290320664644,0.5224365592,-10.0622768402,-0.00425375485793,0.109501853585,0.000554442405701,0.0213689897209,0.00332860415801,3.11575460434,-9.28849506378,0.213488683105,-0.00776387378573,0.199401857489,0.851317150185,420.42565918,4646,1161,46080
30112,2144,216121.813048,0.138428792357,0.511785030365,-9.80862617493,0.00201598624699,0.11496668309,-0.00200764392503,0.0213897731155,0.00448609609157,3.11576390266,-9.29316806793,0.213785529137,0.00246936990879,0.199401857994,0.851317135608,420.425750732,4646,1161,46080
40274,2144,216121.823048,0.179117426276,0.387599349022,-9.38049793243,-0.00416407827288,0.0981812030077,-0.00559696322307,0.0213512498885,0.00548183219507,3.11573195457,-9.30254173279,0.215833976865,0.0260446481407,0.199401858506,0.851317121014,420.425567627,4646,1161,46080
50863,2144,216121.833048,0.0427936352789,0.4686024189,-8.65161323547,-0.000914697477128,0.0971345752478,-0.00655403314158,0.0213344078511,0.00644270051271,3.11568617821,-9.29709720612,0.205011218786,0.0240109749138,0.199401859004,0.851317106417,420.425292969,4646,1161,46080
60194,2144,216121.843048,-0.0620629675686,0.107714310288,-8.18702507019,0.00847437884659,0.11599688977,-0.00684874458238,0.0214034207165,0.0075838714838,3.11564159393,-9.28554439545,0.193956449628,0.0142093040049,0.199401859476,0.851317091836,420.425109863,4646,1161,46080
70348,2144,216121.853048,0.0963180661201,-0.160840749741,-6.11107158661,0.0126681989059,0.127230852842,-0.004812464118,0.0215327329934,0.00885272026062,3.11561846733,-9.2833480835,0.193052321672,0.0431507304311,0.199401859931,0.851317077268,420.42489624,4646,1161,46080
80480,2144,216121.863047,0.104367434978,0.00631877034903,-2.28698134422,0.0158059969544,0.128823846579,-0.00399604905397,0.0216756667942,0.0101366946474,3.11560368538,-9.28278255463,0.182906001806,0.110981583595,0.19940186038,0.851317062699,420.424163818,4646,1161,46080
90358,2144,216121.873047,0.0723888799548,0.111522749066,-2.51606369019,0.037693567574,0.140197351575,-0.00378249562345,0.0220222175121,0.0115197449923,3.11559581757,-9.27285957336,0.165549695492,0.163060799241,0.199401860799,0.85131704814,420.42276001,4646,1161,46080
100154,2144,216121.883047,0.439551174641,-0.112493805587,-9.9529094696,0.076149828732,0.151221856475,-0.00172279402614,0.0227572564036,0.013029566966,3.11560940742,-9.27507781982,0.145758762956,0.169217586517,0.199401861154,0.851317033587,420.421051025,4646,1161,46080
110310,2144,216121.893048,0.696710705757,0.406027406454,-18.3524150848,0.0407533124089,0.149841710925,-0.00421202229336,0.0232216324657,0.0145276635885,3.11560678482,-9.27798080444,0.176794201136,0.0900062546134,0.199401861541,0.851317019031,420.41973877,4646,1161,46080
120205,2144,216121.903048,0.631776213646,-0.846524894238,-14.5402517319,0.0336561463773,0.097495727241,-0.00731309084222,0.0235399641097,0.0155659653246,3.11555576324,-9.32050991058,0.174742996693,0.120930060744,0.199401861957,0.851317004424,420.418579102,4646,1161,46080
130208,2144,216121.913049,-0.493361204863,-0.605561733246,-8.402759552,0.00083879212616,0.111091516912,-0.00483653135598,0.0235958341509,0.0166308954358,3.11553430557,-9.28729057312,0.205749943852,0.072292111814,0.199401862408,0.851316989823,420.417663574,4646,1161,46080
140263,2144,216121.923049,0.278931200504,-1.20861172676,-7.91318273544,-0.0043091927655,0.112391829491,-0.00643287459388,0.0235334858298,0.0177835244685,3.115493536,-9.30358219147,0.204410508275,0.128347411752,0.199401862894,0.851316975235,420.416625977,4646,1161,46080
